GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	IDs	padj
63	GO:0098797	0.0338378493548391	2.12612068965517	4.43012069267098	9	589	plasma membrane protein complex	CACNA1D;CACNA1G;KCNA1;KCNAB3;KCNC3;KCNH5;SCN8A;SNTB2;TF	0.194335153189166
64	GO:0016528	0.0339627100201203	4.42987964416536	0.707014168270072	3	94	sarcoplasm	CMYA5;ITPR1;RYR2	0.194335153189166
65	GO:0098796	0.034634326649744	1.76811303066827	8.98058422249431	15	1194	membrane protein complex	CACNA1D;CACNA1G;INSIG1;KCNA1;KCNAB3;KCNC3;KCNH5;KCNH7;KCNJ10;RYR2;SCN8A;SNTB2;SUN2;TF;VAMP1	0.194335153189166
66	GO:0097386	0.036353590649655	7.03854123497721	0.300857092880882	2	40	glial cell projection	GRM3;KCNJ10	0.194335153189166
67	GO:0005964	0.0370499126514684	33.23828125	0.0376071366101102	1	5	phosphorylase kinase complex	PHKB	0.194335153189166
68	GO:0035976	0.0370499126514684	33.23828125	0.0376071366101102	1	5	transcription factor AP-1 complex	JUNB	0.194335153189166
69	GO:0070418	0.0370499126514684	33.23828125	0.0376071366101102	1	5	DNA-dependent protein kinase complex	PRKDC	0.194335153189166
70	GO:0000786	0.038033421401633	6.85766202301635	0.308378520202904	2	41	nucleosome	H1-2;H1-4	0.194335153189166
71	GO:0031045	0.038033421401633	6.85766202301635	0.308378520202904	2	41	dense core granule	OPRD1;VPS13C	0.194335153189166
72	GO:0031672	0.038033421401633	6.85766202301635	0.308378520202904	2	41	A band	CMYA5;DST	0.194335153189166
73	GO:0032590	0.038033421401633	6.85766202301635	0.308378520202904	2	41	dendrite membrane	KCNC3;OPRD1	0.194335153189166
74	GO:0005891	0.0397424675619115	6.68582677165354	0.315899947524926	2	42	voltage-gated calcium channel complex	CACNA1D;CACNA1G	0.198113683272473
75	GO:0030054	0.0398351910065295	1.53867056856187	17.4873185237012	25	2325	cell junction	CACNA1G;CHRM3;CLSTN2;CNTN2;CSMD2;DCC;DST;FMN1;FRMD6;GRM3;HAPLN4;HTT;ITPR1;KCNA1;KCNC3;KCNJ10;KCTD16;NR4A1;OPRD1;PCLO;PLXDC1;RIMS3;SCN8A;SNTB2;VAMP1	0.198113683272473
