GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	IDs	padj
21	GO:0048513	1.77041856152694e-05	1.93090035181606	39.6299797434166	65	2948	animal organ development	ADGRG1;APC;APCDD1;DYNLL1;CACNA1G;CA10;CBS;CCN4;CHRDL1;CLDN5;CNTN2;DDC;DUSP6;EGR3;FAT3;FGFR3;FLRT3;FMN1;GDF11;GPLD1;GRIN2C;HERC1;HEXIM1;HEYL;HOMER1;HTRA1;ID3;INHBA;INSIG1;JUNB;KCNA1;KLF10;KMT2A;LHX2;MDGA1;MFSD2A;MYORG;NAB2;NDNF;NELL1;NPNT;NR4A1;OVOL2;PRKDC;PRKG1;PROM1;RPE65;RYR2;SIK1;SIRT2;SLIT2;SOX2;SOX21;SOX4;SOX9;STK40;SUN2;TENM3;TGFA;TMEM100;TNFRSF19;TNNC1;TUBB2A;VCAM1;VPS13B	0.00331911327463407
22	GO:0009888	1.9765888907347e-05	2.09624165788549	26.1600883923639	48	1946	tissue development	APC;APCDD1;BTG1;CACNA1G;CBS;CCN4;CLDN5;DUSP5;EZR;FGFR3;FLRT3;FMN1;FRMD6;GDF11;GPLD1;HEYL;HOMER1;ID3;INHBA;JUNB;KLF10;LAMC2;LHX2;MFSD2A;MYORG;NAB2;NELL1;NPNT;NR4A1;NRARP;OVOL2;PRKDC;PRKG1;PROM1;RYR2;SIK1;SIRT2;SLIT2;SOX2;SOX21;SOX4;SOX9;TMEM100;TNFRSF19;TNNC1;TUBB3;TUBB;VPS13B	0.00353719566491933
23	GO:0042127	2.24940575810411e-05	2.18256904413663	21.7507826407219	42	1618	regulation of cell population proliferation	ACER2;ADGRG1;APC;BTG1;CCAR1;CCN4;CLDN5;EGR3;F3;FABP7;FGFR3;GDF11;GPLD1;HAPLN4;IFIT3;IFIT3;IGFBP2;IL33;INHBA;JUNB;KLF10;KMT2A;LAMC2;LHX2;MARCKSL1;NELL1;NR4A1;NRARP;OVOL2;PRKDC;PRKG1;SGK1;SIRT2;SOX2;SOX4;SOX9;TENM1;TGFA;TRIB1;VCAM1;VIPR1;WDR6;WWC1	0.00385039585637212
24	GO:0065007	2.65630571303834e-05	1.99712766550782	154.66177644098	181	11505	biological regulation	ABHD17B;ACER2;ADCY9;ADGRG1;ANKRD6;APC;APCDD1;AQP4;ARHGEF19;DYNLL1;BHLHE40;BHLHE41;BTBD17;BTG1;CABLES1;CACNA1D;CACNA1G;CBFB;CBS;CCAR1;CCN4;CDK18;CHRDL1;CHRM3;CIART;CLDN5;CLSTN2;CNIH2;CNTN2;COG7;CPNE9;CRYM;CSMD3;DCC;DDIT4L;DIO2;DOCK3;DPP9;DST;DUSP5;DUSP6;DYNC1H1;DYRK3;EGR3;EPHB6;EZR;F3;FABP7;FAT3;FGFR3;FLRT3;FMN1;FOXO6;FRMD6;GDF11;GLRX;GPLD1;GPR22;GPR52;GRIN2C;GRM3;GUCY1A2;H1-2;H1-4;HAPLN4;HECW2;HEPACAM;HEPH;HERC1;HERC2;HEXIM1;HEYL;HOMER1;HTRA1;HTT;ID3;IFIT3;IFIT3;IGFBP2;IL33;INF2;INHBA;INSIG1;IRF2BP2;ITIH5;ITPR1;JADE2;JUNB;KCNA1;KCNAB3;KCNC3;KCNH5;KCNH7;KCNJ10;KCNJ2;KCTD16;KLF10;KMT2A;KMT2C;LAMC2;LGI4;LHX2;MACF1;MAML3;MARCKSL1;MDGA1;MFSD2A;MRLN;MTCL1;MTSS2;MYCBP2;MYORG;NAB2;NDNF;NELL1;NPNT;NR4A1;NRARP;NTSR2;OPRD1;OVOL2;PARVB;PCLO;PDE8B;PLA2G3;PLCXD2;PLK3;PLVAP;PRKDC;PRKG1;PROM1;RASSF3;RETNLB;RIMS3;RND1;RPE65;RYR2;SCN8A;SGK1;SIK1;SIRT2;SLC16A1;SLC31A1;SLC9A8;SLCO1C1;SLIT2;SMYD3;SOCS5;SOX2;SOX21;SOX4;SOX9;STK40;SUN2;TBC1D16;TENM1;TENM3;TGFA;TIMP4;TLCD1;TMEM100;TNFRSF19;TNNC1;TRAF3;TF;TRHDE;TRIB1;TP53INP2;TSC22D3;TUBB3;TUBB;UNC5D;VCAM1;VIPR1;VPS13C;WDR6;WWC1;XKR7;ZNF189;ZNF207;ZFP36L2;ZNF483	0.00435744816342997
25	GO:2000026	6.05681497695086e-05	2.19850968703428	18.2287152415444	36	1356	regulation of multicellular organismal development	BHLHE40;BHLHE41;BTG1;CBFB;CCN4;CDK18;CLDN5;CLSTN2;DCC;DUSP6;EGR3;F3;FLRT3;HAPLN4;HEYL;IL33;INHBA;JUNB;KLF10;LGI4;LHX2;MACF1;NELL1;NRARP;OVOL2;PLA2G3;PRKDC;PROM1;SIRT2;SLIT2;SOCS5;SOX4;SOX9;TMEM100;TRIB1;ZFP36L2	0.00953827222570221
26	GO:0070848	7.64554592482433e-05	2.6561824729892	9.45043275428151	23	703	response to growth factor	ADGRG1;CHRDL1;CLDN5;DOCK3;DUSP6;EGR3;FGFR3;FLRT3;HEYL;HTRA1;KMT2A;MTSS2;NDNF;NPNT;NR4A1;OPRD1;OVOL2;SLIT2;SOX2;SOX9;TMEM100;VCAM1;ZFP36L2	0.0115771208869359
27	GO:0045597	8.24701400553393e-05	2.48335014504013	11.4668835553373	26	853	positive regulation of cell differentiation	BTG1;CBFB;CCN4;CLDN5;EGR3;HAPLN4;HEYL;IL33;INHBA;JUNB;KLF10;MACF1;NELL1;NPNT;OVOL2;PLA2G3;PRKDC;PROM1;SIRT2;SLIT2;SOCS5;SOX2;SOX4;SOX9;TMEM100;TRIB1	0.0120253681999211
28	GO:0030048	8.79118190967011e-05	5.42380952380952	1.81480572095022	9	135	actin filament-based movement	CACNA1D;CACNA1G;FRMD6;KCNJ2;MYO1B;RYR2;SCN8A;SUN2;TNNC1	0.0123610297065612
29	GO:0050905	9.29417108595695e-05	4.81921143480104	2.25842489718249	10	168	neuromuscular process	GRIN2C;HERC1;HOMER1;ITPR1;KCNA1;KCNJ2;MYCBP2;NR4A1;PDE8B;TNNC1	0.0126176384708319
30	GO:0007420	0.00010267552225569	2.60023231194495	9.63863482904671	23	717	brain development	ADGRG1;DYNLL1;CA10;CBS;CNTN2;GRIN2C;HERC1;INHBA;KCNA1;LHX2;MDGA1;MFSD2A;NDNF;PRKDC;PRKG1;SIRT2;SLIT2;SOX2;SOX21;SOX4;SUN2;TUBB2A;VPS13B	0.0134744510373551
