GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	IDs	padj
40	GO:0098918	0.00654948356500957	8.65576323987539	0.384865503990541	3	30	structural constituent of synapse	HOMER1;PCLO;RIMS3	0.109594852801269
41	GO:0099604	0.00654948356500957	8.65576323987539	0.384865503990541	3	30	ligand-gated calcium channel activity	GRIN2C;ITPR1;RYR2	0.109594852801269
42	GO:0005522	0.00688881931893693	19.406976744186	0.12828850133018	2	10	profilin binding	HTT;PCLO	0.109594852801269
43	GO:0008330	0.00688881931893693	19.406976744186	0.12828850133018	2	10	protein tyrosine/threonine phosphatase activity	DUSP5;DUSP6	0.109594852801269
44	GO:0033550	0.00688881931893693	19.406976744186	0.12828850133018	2	10	MAP kinase tyrosine phosphatase activity	DUSP5;DUSP6	0.109594852801269
45	GO:0044325	0.00794592525640591	3.65237517910283	1.73189476795743	6	135	transmembrane transporter binding	HOMER1;HTT;KCNAB3;KCNH5;RIMS3;TF	0.123603281766314
46	GO:0099094	0.00822614732166722	3.62406124681006	1.74472361809045	6	136	ligand-gated monoatomic cation channel activity	GRIN2C;ITPR1;KCNH7;KCNJ10;KCNJ2;RYR2	0.12434535249798
47	GO:0099528	0.00834890223915006	17.2496124031008	0.141117351463198	2	11	G protein-coupled neurotransmitter receptor activity	CHRM3;KCTD16	0.12434535249798
48	GO:0015075	0.0111505024215365	1.94261428571429	9.19828554537393	17	717	monoatomic ion transmembrane transporter activity	CACNA1D;CACNA1G;GRIN2C;ITPR1;KCNA1;KCNAB3;KCNC3;KCNH5;KCNH7;KCNJ10;KCNJ2;MFSD2A;RYR2;SCN8A;SLC16A1;SLC31A1;SLC9A8	0.12828850133018
49	GO:0042802	0.0114265354265799	1.55002390628735	27.030387230269	39	2107	identical protein binding	APCDD1;AQP4;DYNLL1;BHLHE40;BHLHE41;CBS;CLDN5;CRYM;DPP9;DST;EZR;FGFR3;FLRT3;HEXIM1;HEYL;HTRA1;HTT;IFIT3;IFIT3;INHBA;ITPR1;KCNJ2;KMT2A;MTCL1;MYCBP2;NAB2;NR4A1;PLVAP;PRKG1;RASSF3;RYR2;SAT1;SLC16A1;SLC31A1;SLIT2;SUN2;TENM1;TENM3;TNNC1;TRAF3	0.12828850133018
50	GO:0017017	0.0116423779071852	14.1116279069767	0.166775051729234	2	13	MAP kinase tyrosine/serine/threonine phosphatase activity	DUSP5;DUSP6	0.12828850133018
51	GO:0097110	0.0124920279099879	4.73239436619718	0.898019509311262	4	70	scaffold protein binding	DYNLL1;CACNA1G;GRM3;HOMER1	0.12828850133018
52	GO:0002112	0.012828850133018	Inf	0.012828850133018	1	1	interleukin-33 receptor binding	IL33	0.12828850133018
53	GO:0004058	0.012828850133018	Inf	0.012828850133018	1	1	aromatic-L-amino-acid decarboxylase activity	DDC	0.12828850133018
54	GO:0004122	0.012828850133018	Inf	0.012828850133018	1	1	cystathionine beta-synthase activity	CBS	0.12828850133018
55	GO:0004621	0.012828850133018	Inf	0.012828850133018	1	1	glycosylphosphatidylinositol phospholipase D activity	GPLD1	0.12828850133018
56	GO:0015080	0.012828850133018	Inf	0.012828850133018	1	1	silver ion transmembrane transporter activity	SLC31A1	0.12828850133018
57	GO:0015130	0.012828850133018	Inf	0.012828850133018	1	1	mevalonate transmembrane transporter activity	SLC16A1	0.12828850133018
58	GO:0036467	0.012828850133018	Inf	0.012828850133018	1	1	5-hydroxy-L-tryptophan decarboxylase activity	DDC	0.12828850133018
59	GO:0036468	0.012828850133018	Inf	0.012828850133018	1	1	L-dopa decarboxylase activity	DDC	0.12828850133018
60	GO:0038046	0.012828850133018	Inf	0.012828850133018	1	1	G protein-coupled enkephalin receptor activity	OPRD1	0.12828850133018
61	GO:0047127	0.012828850133018	Inf	0.012828850133018	1	1	thiomorpholine-carboxylate dehydrogenase activity	CRYM	0.12828850133018
62	GO:0047390	0.012828850133018	Inf	0.012828850133018	1	1	glycerophosphocholine cholinephosphodiesterase activity	ENPP6	0.12828850133018
63	GO:0050459	0.012828850133018	Inf	0.012828850133018	1	1	ethanolamine-phosphate phospho-lyase activity	ETNPPL	0.12828850133018
64	GO:0050683	0.012828850133018	Inf	0.012828850133018	1	1	AF-1 domain binding	HEYL	0.12828850133018
65	GO:0051978	0.012828850133018	Inf	0.012828850133018	1	1	lysophospholipid:sodium symporter activity	MFSD2A	0.12828850133018
66	GO:0052884	0.012828850133018	Inf	0.012828850133018	1	1	all-trans-retinyl-palmitate hydrolase, 11-cis retinol forming activity	RPE65	0.12828850133018
67	GO:0052885	0.012828850133018	Inf	0.012828850133018	1	1	all-trans-retinyl-ester hydrolase, 11-cis retinol forming activity	RPE65	0.12828850133018
68	GO:0098695	0.012828850133018	Inf	0.012828850133018	1	1	inositol 1,4,5-trisphosphate receptor activity involved in regulation of postsynaptic cytosolic calcium levels	ITPR1	0.12828850133018
69	GO:0140348	0.012828850133018	Inf	0.012828850133018	1	1	lysophosphatidylcholine flippase activity	MFSD2A	0.12828850133018
70	GO:1901707	0.012828850133018	Inf	0.012828850133018	1	1	leptomycin B binding	ID3	0.12828850133018
71	GO:0008028	0.0131080361871635	4.66148132576554	0.91084835944428	4	71	monocarboxylic acid transmembrane transporter activity	MFSD2A;SLC16A1;SLCO1A2;SLCO1C1	0.128465030933526
72	GO:0005200	0.013213546038877	3.76315312046444	1.39834466449897	5	109	structural constituent of cytoskeleton	TUBA4A;TUBB2A;TUBB3;TUBB4B;TUBB	0.128465030933526
73	GO:0008331	0.0134689733584937	12.9348837209302	0.179603901862252	2	14	high voltage-gated calcium channel activity	CACNA1D;CACNA1G	0.129154539054049
74	GO:0017080	0.0145154662147244	6.31257893407426	0.513154005320721	3	40	sodium channel regulator activity	GLRX;GPLD1;SGK1	0.135477684670761
75	GO:0140938	0.0145154662147244	6.31257893407426	0.513154005320721	3	40	histone H3 methyltransferase activity	KMT2A;KMT2C;SMYD3	0.135477684670761
76	GO:0033549	0.0154110523606805	11.9391771019678	0.19243275199527	2	15	MAP kinase phosphatase activity	DUSP5;DUSP6	0.141943903322057
77	GO:0005509	0.015684846293301	1.90426969629465	8.80059119125037	16	686	calcium ion binding	CLSTN2;DST;FAT3;ITPR1;LRP1B;MACF1;MAN1A1;MATN2;NELL1;NPNT;PAMR1;PCDHGA2;PCLO;RYR2;SLIT2;TNNC1	0.142589511757282
78	GO:0015347	0.0174653795892194	11.0857142857143	0.205261602128289	2	16	sodium-independent organic anion transmembrane transporter activity	SLCO1A2;SLCO1C1	0.156740586057097
79	GO:0008569	0.0196287830556774	10.3460465116279	0.218090452261307	2	17	minus-end-directed microtubule motor activity	DNAH1;DYNC1H1	0.162233715732906
80	GO:0015278	0.0196287830556774	10.3460465116279	0.218090452261307	2	17	intracellularly gated calcium channel activity	ITPR1;RYR2	0.162233715732906
81	GO:0042288	0.0196287830556774	10.3460465116279	0.218090452261307	2	17	MHC class I protein binding	TUBB4B;TUBB	0.162233715732906
82	GO:0009975	0.0218981530274403	9.69883720930233	0.230919302394325	2	18	cyclase activity	ADCY9;GUCY1A2	0.162233715732906
83	GO:0008017	0.0226001009080596	2.42002208317998	3.43813183564883	8	268	microtubule binding	APC;DST;EZR;FMN1;MACF1;MTCL1;SUN2;ZNF207	0.162233715732906
84	GO:0005262	0.0232423236921452	3.2311320754717	1.61643511676027	5	126	calcium channel activity	CACNA1D;CACNA1G;GRIN2C;ITPR1;RYR2	0.162233715732906
85	GO:0003779	0.0232783447061802	2.0746228885233	5.51640555719775	11	430	actin binding	DST;EZR;FMN1;INF2;MACF1;MARCKSL1;MTSS2;MYO1B;PARVB;SNTB2;TNNC1	0.162233715732906
86	GO:0016279	0.0235899655003935	5.18785046728972	0.615784806384866	3	48	protein-lysine N-methyltransferase activity	KMT2A;KMT2C;SMYD3	0.162233715732906
87	GO:0016278	0.0248966694835783	5.07476635514019	0.628613656517884	3	49	lysine N-methyltransferase activity	KMT2A;KMT2C;SMYD3	0.162233715732906
88	GO:0001641	0.025493869615171	77.3009259259259	0.0256577002660361	1	2	group II metabotropic glutamate receptor activity	GRM3	0.162233715732906
89	GO:0004450	0.025493869615171	77.3009259259259	0.0256577002660361	1	2	isocitrate dehydrogenase (NADP+) activity	IDH2	0.162233715732906
90	GO:0004677	0.025493869615171	77.3009259259259	0.0256577002660361	1	2	DNA-dependent protein kinase activity	PRKDC	0.162233715732906
91	GO:0004692	0.025493869615171	77.3009259259259	0.0256577002660361	1	2	cGMP-dependent protein kinase activity	PRKG1	0.162233715732906
92	GO:0008332	0.025493869615171	77.3009259259259	0.0256577002660361	1	2	low voltage-gated calcium channel activity	CACNA1G	0.162233715732906
93	GO:0015650	0.025493869615171	77.3009259259259	0.0256577002660361	1	2	lactate:proton symporter activity	SLC16A1	0.162233715732906
94	GO:0016492	0.025493869615171	77.3009259259259	0.0256577002660361	1	2	G protein-coupled neurotensin receptor activity	NTSR2	0.162233715732906
95	GO:0016920	0.025493869615171	77.3009259259259	0.0256577002660361	1	2	pyroglutamyl-peptidase activity	TRHDE	0.162233715732906
96	GO:0019809	0.025493869615171	77.3009259259259	0.0256577002660361	1	2	spermidine binding	SAT1	0.162233715732906
97	GO:0033798	0.025493869615171	77.3009259259259	0.0256577002660361	1	2	thyroxine 5-deiodinase activity	DIO2	0.162233715732906
98	GO:0036487	0.025493869615171	77.3009259259259	0.0256577002660361	1	2	nitric-oxide synthase inhibitor activity	DYNLL1	0.162233715732906
